PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,kmeans_10
-1.0459492588271746,1.5952993991520406,0.2665353205664297,-0.2423611929199765,0.5395977444684269,-1.3209565626970907,0.733231126424502,0.47390847543323616,-0.4641358392084816,0.3599147956868754,0.03676857334774316,-0.12391419989132399,-0.09634961931278156,0,1,2,1,0,2,1,1,2,5
-0.7373280468004911,0.7090090068007957,-0.42066154884023926,-1.137791612431272,-0.12407233512729716,-0.9727331702368366,-0.7879466438740174,0.061083674936862946,-0.3233471995470725,-0.24078846537585477,0.11847990284625286,-0.32419724947898243,-0.03881976577593301,0,1,2,1,0,2,1,1,6,5
-0.10464989449753126,-1.119417634777563,-1.1766215180068331,0.8168584458302127,-0.2730152165434543,0.13624031602081763,-0.5163194487539673,0.14274631944384272,0.4148605795827792,-0.5819185137279836,0.7726270252496182,-0.6667474585470466,-0.3111749044794735,0,1,1,0,2,5,4,0,4,6
1.6548247275443377,0.3188374183851643,-0.46930138831160234,1.1106555163360028,1.6244482960966342,0.2777907607834939,-0.5947376956822262,0.1406455614135276,-0.4204441386404127,-0.30565734461997995,0.37940362928901633,0.4862024019714824,0.41981311649623665,0,0,0,2,4,5,2,4,7,2
0.1299395269468904,-1.1653304448038673,-3.292541852405685,-3.605764848164001,3.2875173650058116,2.122505842519162,3.0839865910941366,-2.3394146809426077,0.3618609907951256,0.49387376524081483,0.8595086669908112,-0.21396034886182386,-0.018133751277997073,0,1,1,0,2,5,6,7,4,4
-0.6731325692659174,1.2373710423809636,1.7039437511102369,0.1431837931986072,1.010972619123005,0.4396226058281973,-0.004561989336985015,-0.2748987338966314,0.7843493608397905,-0.13554528442977878,0.1564859187095874,-0.44742928125712195,-0.040542909366299985,0,1,2,3,1,4,0,1,7,7
0.055016287242335656,0.5543191719149927,0.23508641859219287,0.5051768072733039,0.8620488317570523,-1.132698487034239,1.0030951395999779,0.742333104187561,-0.6380282470235131,0.41567053927946734,-0.2534626559387036,1.0403996223980903,-0.026426081388664695,0,1,2,1,0,2,1,1,2,5
-1.0776863173982199,-0.7567974677160096,-0.378686678888773,-0.9254819958364009,-0.2907961134478421,-0.5005040520404087,-0.8290972268433365,0.32220725516090076,-0.09990633193845837,0.8954702778664942,0.162673420658538,-0.3651507551422937,0.048735916358844604,0,1,2,1,0,5,4,6,6,6
-0.8020840349275261,0.06075336110008289,-0.45222811120403056,-0.03948395627425485,-0.19979454854406542,0.19094449185143847,-0.8402775060406213,-0.3231872036176878,1.7233411297589885,0.5242748243074674,0.4327267157312109,-0.5604886751093188,-0.006934055051834384,0,1,2,1,0,5,4,0,6,5
-0.2742333609535463,0.4174856900103857,1.913829378612428,1.1056058345462214,1.6625837819605354,1.388465529963513,-0.19948909967233505,-0.3411351629600254,0.7540588675336056,-0.3953480471854052,-0.08069057114017417,0.3508497752359801,-0.16244735395454757,0,1,2,3,1,4,0,0,7,7
-0.21384804264969395,0.21967708565016977,-0.6202507967639538,-0.4932065333728527,-1.4716325405883017,-0.14398498584507943,0.05006771322376369,0.2186673235271417,-0.8293315830626675,-0.24333596755921866,0.0021693839153587406,0.5010496896692481,-0.07021346581808677,0,1,2,1,3,5,1,5,6,1
-1.134504010759314,0.781937540823274,-0.670775847361382,0.29530187366446886,0.9964006270426453,-0.6258462944178225,-0.4335308071732117,0.061102047923129905,0.45282835055237447,0.7816096094453272,0.1754901099158617,-0.3334669575383122,0.038790361338512144,0,1,2,1,0,2,1,0,2,5
5.795419707617022,1.386435659230871,0.45235494427063705,-0.7730414521582887,0.5871990456034352,-0.3762481774855261,-0.5196752191950131,0.13295543824494258,-0.14402316241463275,-0.3191328921989855,0.47787896958460974,-1.1325138950930198,-0.854627959958592,0,0,0,2,4,3,3,3,3,8
0.7138773262200122,-2.7096882034124867,0.6130315196601712,0.2600798404850404,0.09027252559532563,-0.8143508665027481,0.23861953114174556,0.5498565931870719,-0.29910462516716724,0.5330626464101362,0.3321321822218635,-0.41446891297547633,-0.14945539078716874,0,1,1,0,2,1,5,6,1,3
9.920920561648211,0.9108142018991542,-0.4682736492930486,1.7846034168927218,0.38185320570767695,0.1986166046503494,0.6060347786705471,-0.2999646285683181,-0.23269067755220027,0.1450221564294479,0.8400727876053223,0.49197353558987955,0.11807223096161365,0,0,0,2,4,3,3,3,3,8
