artist_count,in_spotify_playlists,streams,in_apple_playlists,in_deezer_playlists,bpm,danceability,valence,energy,acousticness,instrumentalness,liveness,speechiness,kmeans_1,kmeans_2,kmeans_3,kmeans_4,kmeans_5,kmeans_6,kmeans_7,kmeans_8,kmeans_9,kmeans_10
1.0,4564.0,621660989.0,24.0,113.0,164.0,45.0,24.0,62.0,8.0,0.0,16.0,3.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,8.0
1.0,12688.0,1591223784.0,197.0,112.0,118.0,68.0,61.0,82.0,2.0,0.0,50.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0
1.0,13801.0,950906471.0,137.0,435.0,81.0,68.0,51.0,60.0,3.0,0.0,19.0,10.0,0.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,9.0
1.0,22439.0,1593270737.0,211.0,929.0,117.0,82.0,73.0,45.0,54.0,0.0,7.0,3.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,6.0,5.0
1.0,18515.0,1410088830.0,70.0,939.0,174.0,45.0,10.0,37.0,97.0,25.0,64.0,4.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,6.0,9.0
1.0,2420.0,1661187319.0,0.0,806.0,145.0,60.0,43.0,27.0,94.0,0.0,14.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
1.0,5897.0,1374581173.0,0.0,885.0,150.0,65.0,51.0,55.0,73.0,0.0,14.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
3.0,727.0,94186466.0,17.0,28.0,90.0,60.0,13.0,53.0,4.0,0.0,21.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,6.0,6.0
1.0,356.0,143573775.0,35.0,8.0,166.0,57.0,84.0,94.0,11.0,0.0,37.0,9.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,6518.0,684675814.0,45.0,238.0,160.0,71.0,40.0,50.0,16.0,0.0,16.0,22.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,6.0,6.0,6.0
1.0,3202.0,726307468.0,148.0,226.0,170.0,56.0,53.0,64.0,11.0,0.0,45.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,7124.0,1131090940.0,60.0,2.0,120.0,67.0,40.0,52.0,86.0,0.0,12.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0
2.0,592.0,307370144.0,11.0,6.0,98.0,70.0,37.0,54.0,6.0,0.0,9.0,8.0,0.0,1.0,2.0,3.0,1.0,4.0,4.0,0.0,6.0,7.0
1.0,794.0,265882712.0,38.0,61.0,150.0,34.0,24.0,56.0,4.0,0.0,11.0,3.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,4.0,6.0,2.0
1.0,13091.0,841749534.0,61.0,790.0,94.0,37.0,17.0,47.0,2.0,46.0,11.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,7.0
1.0,67.0,47956378.0,7.0,0.0,90.0,74.0,36.0,63.0,26.0,0.0,27.0,5.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0
1.0,21574.0,806397070.0,112.0,266.0,160.0,54.0,54.0,55.0,67.0,0.0,42.0,11.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,7.0
1.0,19664.0,2132335812.0,391.0,633.0,120.0,70.0,59.0,75.0,24.0,0.0,9.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,849.0,367316268.0,27.0,21.0,157.0,54.0,75.0,60.0,30.0,0.0,7.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
1.0,2619.0,350381515.0,47.0,1.0,130.0,63.0,49.0,73.0,5.0,0.0,9.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,6.0,7.0
1.0,9037.0,1264310836.0,124.0,139.0,107.0,65.0,19.0,72.0,10.0,0.0,13.0,25.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,86.0,30343206.0,3.0,3.0,146.0,50.0,67.0,89.0,0.0,0.0,19.0,8.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,1788.0,405136812.0,1.0,19.0,139.0,48.0,37.0,41.0,32.0,0.0,10.0,10.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,7.0,7.0
1.0,15890.0,1145727611.0,71.0,653.0,116.0,74.0,76.0,70.0,7.0,0.0,13.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,6.0,6.0,6.0
1.0,492.0,540654286.0,4.0,19.0,95.0,84.0,52.0,77.0,12.0,0.0,7.0,4.0,0.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0
4.0,773.0,57312735.0,20.0,21.0,170.0,62.0,55.0,80.0,15.0,0.0,37.0,7.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,0.0,2.0
1.0,1154.0,397582059.0,28.0,11.0,134.0,81.0,18.0,64.0,3.0,0.0,10.0,11.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,4.0,0.0,2.0
4.0,551.0,86773632.0,13.0,20.0,146.0,61.0,20.0,48.0,21.0,0.0,12.0,6.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,0.0
5.0,577.0,133753727.0,22.0,15.0,74.0,53.0,24.0,67.0,11.0,0.0,10.0,28.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0
1.0,955.0,123124076.0,37.0,79.0,144.0,75.0,35.0,48.0,84.0,0.0,10.0,12.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,5.0,6.0,5.0
3.0,995.0,463564958.0,12.0,9.0,136.0,77.0,79.0,73.0,15.0,0.0,27.0,10.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,6.0,5.0
3.0,178.0,64533040.0,6.0,1.0,100.0,56.0,53.0,55.0,53.0,0.0,12.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,6.0,6.0,6.0
1.0,290.0,65496046.0,9.0,5.0,105.0,89.0,67.0,78.0,9.0,0.0,7.0,33.0,0.0,1.0,2.0,1.0,0.0,2.0,6.0,7.0,2.0,4.0
1.0,547.0,68616963.0,15.0,6.0,106.0,67.0,24.0,78.0,15.0,0.0,30.0,4.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,4.0,6.0,6.0
2.0,681.0,161460990.0,15.0,21.0,132.0,85.0,53.0,68.0,40.0,0.0,9.0,4.0,0.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0
2.0,332.0,70106975.0,18.0,5.0,120.0,78.0,5.0,30.0,21.0,0.0,13.0,5.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,7.0
2.0,1197.0,113509496.0,44.0,25.0,155.0,82.0,51.0,39.0,2.0,0.0,9.0,49.0,0.0,1.0,1.0,0.0,2.0,5.0,4.0,0.0,4.0,6.0
2.0,262.0,89933133.0,8.0,4.0,129.0,70.0,42.0,43.0,78.0,0.0,11.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,2.0,1.0,3.0
2.0,161.0,71007139.0,10.0,2.0,135.0,80.0,85.0,74.0,62.0,0.0,8.0,9.0,0.0,1.0,2.0,3.0,1.0,5.0,0.0,0.0,7.0,7.0
2.0,185.0,43522589.0,5.0,4.0,98.0,73.0,45.0,62.0,28.0,0.0,13.0,13.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,3.0,3.0,8.0
1.0,839.0,232896922.0,20.0,20.0,124.0,84.0,64.0,39.0,3.0,0.0,11.0,4.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,8.0,0.0
3.0,259.0,37126685.0,5.0,5.0,135.0,77.0,28.0,55.0,18.0,0.0,22.0,15.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,6.0,5.0
1.0,2915.0,195576623.0,116.0,107.0,107.0,78.0,39.0,53.0,30.0,0.0,11.0,6.0,0.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0
2.0,5129.0,532336353.0,116.0,114.0,96.0,54.0,25.0,74.0,14.0,0.0,9.0,11.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,3794.0,538115192.0,47.0,53.0,123.0,71.0,58.0,70.0,30.0,0.0,32.0,19.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,6.0,6.0
2.0,588.0,46142772.0,23.0,31.0,90.0,62.0,7.0,62.0,6.0,0.0,58.0,6.0,0.0,0.0,1.0,0.0,2.0,0.0,5.0,2.0,1.0,3.0
3.0,2959.0,401036314.0,41.0,38.0,117.0,72.0,45.0,59.0,14.0,0.0,20.0,21.0,0.0,1.0,2.0,1.0,0.0,5.0,1.0,0.0,4.0,5.0
2.0,291.0,127026613.0,8.0,4.0,133.0,78.0,90.0,84.0,31.0,0.0,7.0,4.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,0.0,4.0,1.0
1.0,2321.0,345031710.0,29.0,34.0,96.0,74.0,61.0,83.0,11.0,0.0,35.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,536.0,288101651.0,10.0,8.0,149.0,66.0,85.0,60.0,40.0,0.0,14.0,13.0,0.0,1.0,2.0,3.0,3.0,4.0,1.0,5.0,5.0,1.0
2.0,359.0,60350538.0,1.0,9.0,110.0,66.0,32.0,40.0,81.0,0.0,11.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,4096.0,335074782.0,118.0,143.0,105.0,95.0,62.0,52.0,3.0,0.0,5.0,16.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,6.0,8.0,0.0
1.0,349.0,76767396.0,8.0,5.0,105.0,80.0,69.0,78.0,28.0,0.0,11.0,14.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
2.0,381.0,46065667.0,23.0,6.0,134.0,76.0,61.0,58.0,6.0,0.0,16.0,3.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,7.0,7.0
1.0,2461.0,459276435.0,47.0,45.0,170.0,71.0,59.0,56.0,4.0,0.0,27.0,12.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,3.0
2.0,277.0,39666245.0,1.0,5.0,81.0,59.0,26.0,60.0,46.0,1.0,25.0,13.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0
2.0,967.0,138517666.0,7.0,51.0,154.0,63.0,75.0,92.0,31.0,0.0,91.0,5.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,4.0,5.0
1.0,8186.0,822633917.0,155.0,131.0,169.0,69.0,69.0,51.0,63.0,0.0,38.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,7842.0,595900742.0,215.0,330.0,115.0,78.0,64.0,69.0,4.0,0.0,7.0,14.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,0.0
2.0,215.0,51985779.0,6.0,8.0,84.0,43.0,14.0,74.0,1.0,0.0,19.0,8.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,4.0,5.0
2.0,1134.0,57945987.0,39.0,48.0,93.0,79.0,58.0,62.0,11.0,0.0,11.0,23.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,5.0,8.0,7.0
2.0,1305.0,115010040.0,29.0,43.0,91.0,82.0,47.0,62.0,10.0,0.0,10.0,15.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0
1.0,2066.0,175097833.0,58.0,43.0,142.0,82.0,54.0,44.0,6.0,0.0,33.0,7.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
2.0,896.0,57089066.0,34.0,33.0,126.0,78.0,20.0,70.0,1.0,0.0,16.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,2.0
1.0,3763.0,488386797.0,51.0,38.0,97.0,73.0,10.0,44.0,26.0,0.0,16.0,8.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,7.0
5.0,197.0,32761689.0,3.0,3.0,101.0,92.0,59.0,51.0,41.0,51.0,26.0,8.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,4.0,5.0
1.0,4004.0,1047480053.0,34.0,43.0,98.0,80.0,23.0,48.0,14.0,0.0,6.0,5.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,8.0
1.0,984.0,153454328.0,8.0,76.0,154.0,59.0,63.0,89.0,18.0,0.0,80.0,9.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,1240.0,217672943.0,51.0,63.0,120.0,91.0,63.0,58.0,52.0,0.0,31.0,22.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0
1.0,3995.0,457184829.0,72.0,47.0,150.0,49.0,4.0,55.0,7.0,0.0,6.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,6.0,6.0
1.0,4427.0,726434358.0,69.0,154.0,202.0,34.0,25.0,51.0,69.0,0.0,18.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0
2.0,4657.0,573633020.0,84.0,42.0,153.0,56.0,42.0,52.0,5.0,0.0,36.0,24.0,0.0,1.0,2.0,1.0,0.0,5.0,1.0,1.0,4.0,5.0
1.0,10195.0,1406111294.0,258.0,657.0,142.0,60.0,13.0,37.0,58.0,0.0,13.0,3.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,4.0,5.0
2.0,269.0,71573339.0,7.0,30.0,108.0,84.0,55.0,47.0,26.0,0.0,20.0,64.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0
2.0,214.0,24975653.0,3.0,6.0,143.0,83.0,25.0,69.0,4.0,0.0,23.0,12.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,1.0,4.0,5.0
1.0,845.0,145458418.0,12.0,47.0,108.0,67.0,55.0,67.0,60.0,0.0,80.0,5.0,0.0,1.0,1.0,0.0,2.0,5.0,6.0,7.0,4.0,4.0
3.0,1267.0,231332117.0,41.0,56.0,93.0,84.0,96.0,79.0,43.0,0.0,18.0,11.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,2585.0,415932686.0,3.0,21.0,105.0,65.0,46.0,53.0,16.0,0.0,9.0,5.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,4.0,5.0
1.0,6330.0,988515741.0,109.0,158.0,170.0,44.0,27.0,32.0,89.0,0.0,14.0,5.0,0.0,1.0,1.0,0.0,2.0,5.0,4.0,0.0,4.0,6.0
3.0,675.0,50847624.0,9.0,11.0,178.0,62.0,56.0,66.0,18.0,0.0,12.0,5.0,0.0,1.0,1.0,0.0,2.0,5.0,4.0,6.0,4.0,6.0
1.0,715.0,39893489.0,37.0,27.0,176.0,50.0,44.0,76.0,10.0,0.0,32.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,327.0,92035115.0,14.0,9.0,104.0,80.0,38.0,88.0,11.0,0.0,11.0,5.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0
1.0,244.0,118810253.0,6.0,10.0,85.0,70.0,83.0,84.0,31.0,0.0,47.0,30.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,3.0,8.0
2.0,385.0,77233241.0,17.0,41.0,117.0,77.0,69.0,58.0,39.0,0.0,26.0,5.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0
1.0,1020.0,206399629.0,15.0,30.0,80.0,52.0,57.0,48.0,86.0,0.0,15.0,39.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,1730.0,117747907.0,46.0,51.0,98.0,44.0,36.0,41.0,50.0,0.0,38.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0
2.0,2127.0,266624541.0,45.0,53.0,178.0,79.0,58.0,78.0,34.0,0.0,11.0,25.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,3242.0,293186992.0,67.0,48.0,148.0,51.0,27.0,33.0,48.0,0.0,22.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,6.0,6.0
1.0,526.0,139681964.0,15.0,30.0,120.0,77.0,94.0,66.0,65.0,0.0,38.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0
1.0,366.0,123132751.0,16.0,7.0,122.0,68.0,38.0,88.0,1.0,0.0,8.0,5.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,0.0
1.0,472.0,103762518.0,0.0,6.0,144.0,74.0,75.0,73.0,42.0,0.0,9.0,4.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,0.0
2.0,432.0,162887075.0,8.0,12.0,96.0,93.0,47.0,47.0,33.0,0.0,10.0,36.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0
1.0,271.0,91221625.0,16.0,9.0,137.0,77.0,35.0,88.0,16.0,0.0,17.0,9.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0
1.0,816.0,190490915.0,21.0,13.0,121.0,94.0,71.0,61.0,12.0,0.0,53.0,42.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,1.0,6.0,5.0
2.0,1169.0,96180277.0,36.0,28.0,119.0,60.0,10.0,57.0,1.0,0.0,50.0,3.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,8.0,7.0
1.0,1282.0,185240616.0,26.0,19.0,96.0,72.0,40.0,47.0,71.0,0.0,13.0,4.0,0.0,1.0,2.0,1.0,3.0,5.0,6.0,7.0,4.0,4.0
1.0,6587.0,885093467.0,114.0,147.0,111.0,87.0,53.0,52.0,66.0,1.0,11.0,5.0,0.0,0.0,0.0,2.0,4.0,3.0,2.0,4.0,0.0,2.0
2.0,1444.0,104992946.0,0.0,0.0,148.0,90.0,74.0,68.0,14.0,0.0,10.0,19.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0
2.0,356.0,147290338.0,4.0,4.0,182.0,57.0,80.0,59.0,8.0,0.0,6.0,5.0,0.0,0.0,0.0,2.0,4.0,3.0,3.0,3.0,0.0,8.0
1.0,10147.0,1302184087.0,234.0,543.0,141.0,79.0,82.0,86.0,28.0,0.0,4.0,9.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
2.0,265.0,158950978.0,8.0,5.0,145.0,76.0,80.0,81.0,19.0,0.0,6.0,9.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,1.0,6.0,5.0
2.0,351.0,76910644.0,16.0,10.0,110.0,76.0,26.0,70.0,1.0,0.0,41.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,158.0,137123880.0,5.0,1.0,134.0,70.0,35.0,41.0,41.0,0.0,10.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
1.0,7613.0,782369383.0,180.0,422.0,130.0,92.0,78.0,62.0,18.0,0.0,6.0,10.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,3956.0,502574952.0,142.0,127.0,145.0,84.0,88.0,53.0,35.0,0.0,8.0,7.0,0.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,5.0,1.0
3.0,1638.0,207033255.0,0.0,21.0,130.0,69.0,36.0,90.0,1.0,10.0,15.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,6.0,5.0
1.0,924.0,404887295.0,17.0,22.0,173.0,59.0,69.0,53.0,12.0,0.0,23.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0
1.0,1985.0,381161027.0,34.0,37.0,92.0,75.0,55.0,76.0,25.0,0.0,10.0,15.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,6339.0,466231982.0,3.0,36.0,105.0,56.0,57.0,87.0,0.0,1.0,10.0,4.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0
1.0,1561.0,357580552.0,18.0,24.0,175.0,59.0,15.0,64.0,43.0,90.0,12.0,10.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,7.0
2.0,875.0,61105704.0,17.0,27.0,120.0,80.0,33.0,70.0,22.0,0.0,9.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,5.0,4.0,0.0,6.0
2.0,406.0,198275403.0,3.0,2.0,139.0,70.0,77.0,48.0,37.0,0.0,12.0,5.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0
1.0,340.0,168448603.0,4.0,16.0,132.0,59.0,56.0,82.0,12.0,0.0,12.0,6.0,0.0,1.0,1.0,0.0,2.0,1.0,6.0,6.0,1.0,4.0
2.0,4188.0,705469769.0,30.0,142.0,114.0,32.0,17.0,74.0,14.0,0.0,17.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
2.0,105.0,34502215.0,5.0,5.0,145.0,54.0,19.0,48.0,36.0,0.0,37.0,5.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,9.0
1.0,1524.0,482175240.0,53.0,62.0,110.0,82.0,67.0,69.0,0.0,0.0,18.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,2651.0,304118600.0,21.0,32.0,94.0,89.0,61.0,66.0,17.0,0.0,36.0,16.0,0.0,1.0,1.0,0.0,2.0,5.0,4.0,0.0,6.0,6.0
1.0,11087.0,1449799467.0,151.0,801.0,134.0,45.0,17.0,60.0,21.0,0.0,33.0,4.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,5.0,5.0,1.0
1.0,373.0,173627354.0,4.0,5.0,120.0,62.0,32.0,76.0,0.0,0.0,39.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,200.0,90025258.0,8.0,2.0,123.0,70.0,86.0,68.0,24.0,0.0,11.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,5.0,2.0,5.0
2.0,3741.0,652704649.0,156.0,110.0,131.0,77.0,84.0,71.0,35.0,0.0,15.0,4.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,4.0,4.0,2.0
3.0,1208.0,146409671.0,10.0,20.0,94.0,82.0,53.0,67.0,34.0,0.0,9.0,8.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,209.0,95816024.0,4.0,11.0,89.0,73.0,44.0,57.0,39.0,0.0,32.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,1235.0,117206995.0,20.0,15.0,87.0,65.0,71.0,56.0,4.0,0.0,15.0,20.0,0.0,1.0,2.0,1.0,3.0,5.0,1.0,5.0,2.0,1.0
2.0,654.0,100409613.0,11.0,18.0,124.0,72.0,79.0,78.0,55.0,0.0,15.0,30.0,0.0,1.0,1.0,3.0,1.0,4.0,0.0,6.0,8.0,0.0
2.0,1479.0,80758350.0,23.0,18.0,78.0,71.0,80.0,65.0,51.0,0.0,22.0,32.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
2.0,4942.0,325592432.0,190.0,147.0,120.0,70.0,70.0,79.0,7.0,0.0,18.0,10.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,709.0,58473276.0,8.0,13.0,96.0,48.0,50.0,80.0,40.0,0.0,37.0,20.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
1.0,660.0,52722996.0,22.0,11.0,106.0,73.0,22.0,86.0,31.0,0.0,12.0,4.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,489.0,191945597.0,4.0,5.0,170.0,78.0,75.0,46.0,62.0,0.0,12.0,35.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,407.0,77377503.0,16.0,5.0,134.0,67.0,11.0,76.0,8.0,47.0,30.0,7.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,0.0,4.0,5.0
1.0,7461.0,743693613.0,166.0,199.0,115.0,71.0,90.0,73.0,30.0,0.0,11.0,5.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,0.0,8.0,0.0
1.0,993.0,267789608.0,30.0,88.0,130.0,74.0,79.0,87.0,45.0,0.0,30.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
2.0,9161.0,1221813483.0,240.0,468.0,118.0,65.0,63.0,79.0,3.0,0.0,10.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,3.0
1.0,3282.0,449701773.0,67.0,46.0,110.0,59.0,22.0,38.0,42.0,0.0,12.0,3.0,0.0,1.0,2.0,3.0,1.0,4.0,0.0,1.0,8.0,7.0
1.0,596.0,67070410.0,29.0,12.0,100.0,72.0,42.0,66.0,18.0,4.0,19.0,4.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,1.0
2.0,320.0,116334601.0,5.0,2.0,142.0,70.0,76.0,79.0,26.0,0.0,11.0,7.0,0.0,1.0,2.0,1.0,0.0,5.0,4.0,4.0,6.0,2.0
1.0,2612.0,433356509.0,19.0,21.0,140.0,64.0,18.0,37.0,72.0,0.0,12.0,7.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
1.0,2040.0,165584767.0,81.0,66.0,116.0,90.0,96.0,73.0,62.0,0.0,9.0,4.0,0.0,1.0,2.0,1.0,3.0,5.0,4.0,0.0,4.0,1.0
1.0,2128.0,367814306.0,37.0,9.0,120.0,73.0,64.0,85.0,25.0,0.0,61.0,3.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,2598.0,477033549.0,28.0,43.0,92.0,76.0,46.0,79.0,31.0,0.0,7.0,6.0,0.0,1.0,1.0,0.0,2.0,5.0,4.0,6.0,4.0,6.0
1.0,542.0,156214700.0,23.0,21.0,110.0,81.0,64.0,79.0,5.0,0.0,31.0,3.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,5.0,2.0,5.0
1.0,2459.0,448843705.0,20.0,50.0,120.0,71.0,57.0,97.0,1.0,0.0,13.0,11.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,2.0,5.0
2.0,10624.0,1357608774.0,21.0,386.0,80.0,63.0,40.0,61.0,9.0,0.0,56.0,6.0,0.0,1.0,2.0,1.0,0.0,2.0,2.0,4.0,6.0,2.0
2.0,2418.0,294352144.0,52.0,55.0,115.0,95.0,43.0,69.0,47.0,0.0,9.0,31.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,1.0,6.0,5.0
1.0,7536.0,972164968.0,44.0,135.0,76.0,58.0,46.0,67.0,65.0,0.0,13.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,6.0,1.0,6.0
